0.600143	0	0	0.502789	0.35107	0.438903	0.286892	0.473651	0.330919	0.0864702	0.122197	0.061483	0.673062	0.193753	0.0948411	0.654211	0.42966	0	0.240341	0.481849	0.569909	0	0.597598	0.162852	0.158581	0.0944292	0.190086	0.185062	0.432595	0.321148	
0.610859	0	0	0.476287	0.324009	0.436557	0.249543	0.464859	0.302906	0.057548	0.0724273	0.063177	0.659731	0.187056	0.0834016	0.649314	0.396276	0	0.230738	0.441482	0.567714	0	0.585895	0.129961	0.10789	0.0814842	0.160088	0.1558	0.439182	0.301123	
0.61702	0	0	0.448771	0.29487	0.43147	0.213312	0.452794	0.276048	0.0308701	0.0251973	0.0681004	0.641658	0.180207	0.0752815	0.637514	0.359209	0	0.219731	0.398077	0.562239	0	0.569786	0.0975888	0.0585809	0.0707867	0.132393	0.129111	0.441503	0.280953	
0.618521	0	0	0.420713	0.264151	0.423728	0.178821	0.437661	0.250805	0.00689281	0	0.076169	0.619153	0.173326	0.0706198	0.619012	0.319093	0	0.207507	0.352375	0.553579	0	0.549545	0.0662875	0.0114968	0.0625198	0.107476	0.105452	0.439517	0.260981	
0.615335	0	0	0.392592	0.232378	0.413463	0.14666	0.419719	0.227608	0	0	0.0872448	0.592601	0.166527	0.0694963	0.594125	0.276615	0	0.194276	0.305158	0.541881	0	0.52552	0.0365932	0	0.056825	0.0857623	0.0852277	0.433259	0.241551	
0.607518	0	0	0.364889	0.200095	0.400851	0.117377	0.399276	0.206855	0	0	0.101138	0.562457	0.159929	0.0719302	0.563278	0.2325	0	0.180263	0.257236	0.527345	0	0.498121	0.00901395	0	0.0537996	0.067624	0.0687836	0.422835	0.222993	
0.595204	0	0	0.33808	0.167854	0.386108	0.0914759	0.376681	0.1889	0	0	0.117612	0.529235	0.153645	0.0778798	0.527	0.187505	0	0.16571	0.209426	0.510221	0	0.467817	0	0	0.0534954	0.0533714	0.0564012	0.408425	0.205627	
0.578602	0	0	0.312621	0.136207	0.369486	0.0693982	0.352321	0.17405	0	0	0.136383	0.493505	0.14778	0.0872434	0.485911	0.142398	0	0.150865	0.162549	0.490802	0	0.435126	0	0	0.0559177	0.0432482	0.0482926	0.390274	0.189749	
0.557997	0	0	0.28895	0.105695	0.35127	0.0515221	0.326613	0.162561	0	0	0.157131	0.455878	0.142437	0.0998607	0.440715	0.0979524	0	0.135981	0.117405	0.469419	0	0.400609	0	0	0.061025	0.0374277	0.0445964	0.368694	0.17563	
0.533741	0	0	0.26747	0.0768397	0.33177	0.0381534	0.299997	0.154628	0	0	0.179501	0.416998	0.137706	0.115516	0.392183	0.0549276	0	0.121314	0.0747667	0.446438	0	0.364855	0	0	0.0687298	0.0360095	0.0453759	0.344053	0.163513	
0.50625	0	0	0.24855	0.0501359	0.311322	0.0295209	0.272927	0.150387	0	0	0.203111	0.377529	0.133669	0.133941	0.341148	0.0140601	0	0.107115	0.0353644	0.422253	0	0.328476	0	0	0.0789005	0.0390179	0.0506178	0.316773	0.153605	
0.475994	0	0	0.232513	0.0260401	0.290274	0.0257723	0.245868	0.149911	0	0	0.227555	0.338148	0.130393	0.154821	0.288482	0	0	0.0936257	0	0.397278	0	0.292095	0	0	0.0913629	0.0464013	0.0602323	0.287321	0.146074	
0.443491	0.0172647	0	0.219633	0.00496442	0.268987	0.0269717	0.219282	0.153207	0	0	0.252416	0.299528	0.127937	0.177798	0.235086	0	0	0.0810779	0	0.371939	0	0.256334	0	0	0.105904	0.0580334	0.074055	0.2562	0.141051	
0.409296	0.0452382	0	0.210132	0	0.247825	0.0330987	0.193623	0.16022	0	0	0.277269	0.262329	0.12634	0.20248	0.181874	0	0	0.0696861	0	0.346671	0	0.221806	0	0	0.122274	0.0737153	0.0918493	0.223944	0.138621	
0.373995	0.0753066	0.0069483	0.204171	0	0.227151	0.0440482	0.169332	0.17083	0	0	0.301688	0.22719	0.125632	0.228444	0.129756	0	0	0.0596452	0	0.321905	0	0.1891	0	0	0.140195	0.0931785	0.113311	0.191104	0.138825	
0.338192	0.106955	0.0461767	0.201852	0	0.207317	0.0596331	0.146824	0.184854	0.0169294	0	0.325255	0.194709	0.125823	0.255245	0.0796248	0	0	0.051127	0	0.298066	0	0.158777	0	0	0.159358	0.11609	0.138072	0.158242	0.14166	
0.3025	0.139643	0.0878101	0.203216	0	0.188664	0.0795867	0.126483	0.202053	0.0421308	0	0.347568	0.165444	0.126912	0.282426	0.0323371	0	0	0.0442772	0	0.275561	0	0.131355	0	0	0.179436	0.142058	0.16571	0.125921	0.147078	
0.267528	0.17281	0.131136	0.208238	0	0.17151	0.103567	0.108658	0.222133	0.0698402	0	0.368244	0.139895	0.128878	0.309521	0	0	0	0.039213	0	0.254776	0	0.107304	0	0	0.200086	0.170638	0.195751	0.0946923	0.154986	
0.233876	0.205889	0.175414	0.216834	0	0.156148	0.131165	0.0936545	0.24475	0.0995836	0.0164541	0.38693	0.1185	0.131688	0.336066	0	0	0	0.0360211	0	0.236066	0.0296438	0.0870348	0	0	0.220954	0.201341	0.227682	0.0650918	0.165248	
0.202119	0.238314	0.219885	0.228855	0	0.142843	0.161908	0.0817282	0.269518	0.130852	0.0631	0.403306	0.101623	0.135295	0.361607	0	0	0.00840951	0.0347561	0	0.219751	0.0734493	0.0708945	0.0048155	0	0.241684	0.233642	0.260955	0.0376255	0.17769	
0.172801	0.269531	0.263789	0.244097	0	0.131821	0.195269	0.0730835	0.296011	0.16311	0.112445	0.417091	0.0895551	0.139636	0.385708	0	0	0.0396773	0.0354396	0	0.20611	0.118458	0.0591593	0.0320102	0.0195055	0.261919	0.266987	0.295002	0.0127632	0.192097	
0.146424	0.299005	0.306375	0.262298	0	0.123271	0.230678	0.0678683	0.323777	0.195806	0.163646	0.42805	0.0825015	0.144638	0.407956	0	0	0.0713001	0.03806	0	0.195377	0.163901	0.0520299	0.0613983	0.0670366	0.281315	0.300807	0.329241	0	0.208224	
0.123438	0.326231	0.346913	0.283146	0.00795845	0.11734	0.267529	0.0661719	0.352342	0.228381	0.215826	0.435996	0.080583	0.150214	0.42797	0	0	0.102737	0.0425724	0	0.187735	0.209	0.0496283	0.0924771	0.116648	0.29954	0.334523	0.363085	0	0.225794	
0.104237	0.350744	0.384711	0.306286	0.0295178	0.114128	0.305191	0.0680233	0.381216	0.260277	0.268092	0.440792	0.0838327	0.15627	0.445408	0	0	0.13345	0.0488995	0.00925598	0.183316	0.252983	0.0519956	0.124715	0.167492	0.316281	0.367558	0.395955	0	0.244508	
0.0891489	0.372125	0.419122	0.331322	0.0540378	0.113691	0.343021	0.0733908	0.409904	0.290949	0.319551	0.442357	0.0921948	0.162702	0.459971	0	0	0.162913	0.0569333	0.0458931	0.182194	0.295098	0.0590914	0.15756	0.218697	0.331252	0.399347	0.427289	0	0.264044	
0.0784329	0.390008	0.449556	0.357824	0.081099	0.116036	0.380371	0.0821826	0.437917	0.319871	0.36932	0.440663	0.105526	0.169399	0.471411	0	0	0.190623	0.0665361	0.0862598	0.18439	0.334625	0.0707941	0.19045	0.269388	0.344197	0.429345	0.45655	0	0.284069	
0.0722718	0.404086	0.475494	0.385339	0.110238	0.121123	0.416601	0.0942483	0.464775	0.346549	0.41655	0.435739	0.123599	0.176247	0.479531	0	0.00280993	0.216105	0.0775436	0.129666	0.189864	0.370886	0.0869036	0.222822	0.318698	0.354894	0.457039	0.483239	0	0.30424	
0.0707712	0.414119	0.496491	0.413398	0.140957	0.128866	0.451092	0.109381	0.490019	0.370526	0.460432	0.427671	0.146104	0.183129	0.484193	0	0.0429259	0.238923	0.0897676	0.175368	0.198525	0.403262	0.107144	0.254124	0.365782	0.363161	0.481957	0.506898	0	0.324211	
0.0739566	0.419936	0.512188	0.441519	0.17273	0.13913	0.483254	0.127323	0.513216	0.391393	0.500215	0.416595	0.172656	0.189927	0.485316	0	0.0854044	0.258687	0.102999	0.222584	0.210223	0.431198	0.13117	0.283818	0.409835	0.368856	0.50367	0.527123	0	0.343642	
0.0817736	0.421436	0.522316	0.469221	0.205013	0.151742	0.512536	0.147766	0.533969	0.408791	0.535219	0.402701	0.202801	0.196525	0.482882	0	0.129519	0.275059	0.117011	0.270507	0.224758	0.454217	0.158569	0.311397	0.450103	0.371881	0.521808	0.543567	0	0.362199	
